id,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults
19288,0.007883704,0.0003754198,6.366828e-05,0.0001443423,0.001370418,0.69523454,0.34536576
19289,0.004831058,7.408726e-05,1.3497717e-05,1.7552571e-05,0.00029226395,0.821289,0.20870748
19290,0.16033116,0.013581077,0.030378798,0.0058918116,0.046489466,0.43029246,0.32427207
19291,1.7851816e-06,2.491982e-07,0.96090406,6.362501e-07,1.3236298e-06,0.00011251475,0.039845143
19292,0.10872587,0.00729964,0.0043932023,0.0015820845,0.04696149,0.3169421,0.46822077
19293,0.010598148,0.18785489,0.006362045,6.9534704e-05,0.0071986318,0.12287197,0.58553964
19294,0.026432443,0.07796593,0.00013442617,7.3373834e-05,0.0021342381,0.4820137,0.32054195
19295,0.0011383248,0.039675523,0.00031571972,9.3546136e-05,0.0016504861,0.520059,0.42916748
19296,0.0049742693,0.04075271,0.0007197781,0.00019124796,0.0026898982,0.6490289,0.3243226
19297,0.0747024,0.0017120708,0.001031879,6.946478e-05,0.0037871753,0.10170342,0.7716333
19298,0.035235386,0.01417507,0.055685546,0.0066398485,0.064908795,0.26408285,0.53796035
19299,0.013141355,0.005774771,0.0031824233,0.00038598228,0.003456431,0.09438498,0.8141543
19300,0.00067747827,0.015232606,0.89285487,1.2413688e-06,0.0002637375,0.013982724,0.1430333
19301,7.3902193e-06,1.5050963e-05,0.94262123,2.8696702e-06,4.7514673e-06,0.0006652346,0.0789685
19302,0.00019225244,7.0791557e-06,5.8795837e-07,0.7768238,0.0010526758,0.017963374,0.23182161
19303,0.20634086,0.0008624693,0.0005786317,0.00030789687,0.003225057,0.16032735,0.53371197
19304,5.888865e-07,3.0543283e-08,0.9814808,1.4380788e-07,7.091604e-08,3.598435e-05,0.040894326
19305,3.739156e-06,1.2343613e-06,0.9724277,1.8980793e-07,4.994766e-07,8.244353e-05,0.045277543
19306,0.016264347,0.00076904084,0.00026313192,0.6253732,0.008593961,0.020709902,0.38425708
19307,0.00025291054,0.0013043222,0.00039801837,0.00030118838,0.0022235846,0.49713117,0.5750183
19308,0.007858197,0.038577314,0.16567539,0.004584845,0.013549364,0.30578643,0.49231237
19309,0.21436477,0.0014486029,0.00015260543,0.00010416266,0.0064024017,0.33171824,0.41734925
19310,0.012621407,0.0021991346,0.12108247,0.016806342,0.007598034,0.16991961,0.46695974
19311,0.12474599,0.07914813,0.014769981,0.01972577,0.27397382,0.22331281,0.4252343
19312,0.0033611436,0.0028406517,0.71990037,0.00040899552,0.0034417752,0.0575115,0.21541867
19313,0.0044425465,0.030617908,0.06948703,0.0024798221,0.011646434,0.3024497,0.5663696
19314,0.0029347313,0.040704515,0.01242086,0.00033379198,0.0068790233,0.26177865,0.6344873
19315,0.0020599174,0.0011940616,1.1921369e-06,0.670825,0.031359587,0.097652026,0.33554417
19316,0.09354354,0.023843523,0.016067812,0.009713804,0.03930571,0.52372444,0.32615688
19317,0.024827363,0.0013752457,0.0012719762,0.00039155735,0.0024310504,0.086081415,0.87821096
19318,0.014889757,0.0050199614,0.0032994887,0.0756307,0.07316116,0.20588124,0.53027683
19319,0.0010633168,0.011757297,0.0022530495,0.0044631097,0.005401856,0.36018914,0.517998
19320,3.5617573e-05,0.00017474832,0.9314377,4.926201e-07,8.943534e-05,0.0024938735,0.06554047
19321,0.1764633,0.0008622343,0.0013361712,0.0004457904,0.012800338,0.3858825,0.44865057
19322,0.017743886,0.029640246,0.009969611,0.022604361,0.0689555,0.26853687,0.63012874
19323,0.0019075295,0.0015065416,3.0339133e-05,5.539635e-05,0.00042186535,0.7362433,0.2912928
19324,0.30916986,0.004033945,5.3674772e-05,1.068612e-05,0.0027804633,0.3949282,0.38657328
19325,0.01894021,0.0463273,0.028253391,0.004795934,0.009869305,0.34301457,0.40024924
19326,0.0025225612,0.12004902,0.0006045829,0.00011756352,0.0025759828,0.48656735,0.3401569
19327,0.0042877356,0.056990463,0.09456556,0.0029558167,0.009433527,0.26114246,0.49461272
19328,0.00328391,0.044893745,0.3838283,0.0014891812,0.0057364902,0.22557075,0.43013367
19329,6.036443e-07,5.734769e-07,0.94273067,1.2112547e-05,1.6834135e-06,0.0002060622,0.09218259
19330,0.0540956,0.017237736,0.022073224,0.012708282,0.054100785,0.45873418,0.43036
19331,0.038498938,0.004369944,0.0067851837,0.0012846286,0.005372326,0.6360919,0.27931526
19332,0.16954692,0.0011107911,0.00017786585,0.00054623955,0.014044955,0.08182187,0.6224806
19333,0.34298623,0.014965856,0.0004800146,0.00018545742,0.22279742,0.0788227,0.31014997
19334,0.009630491,0.020924032,0.016517336,0.01882393,0.047653507,0.4152943,0.46282175
19335,0.0014285565,0.767737,6.7674024e-05,5.0335727e-09,4.880819e-05,0.036800623,0.18830109
19336,0.16450785,0.0051647485,0.0005212414,0.0002441725,0.03588768,0.22948037,0.5164613
19337,0.008938656,0.60618705,0.0002563782,9.0179026e-05,0.0018237864,0.039288275,0.33088627
19338,0.02220861,0.62482905,2.4041702e-07,2.4773739e-09,0.00030417566,0.018914962,0.2000622
19339,0.035606485,0.004000189,0.0043631466,0.0001543416,0.0033833892,0.46758476,0.43177325
19340,0.023632461,0.0022123272,0.0027914443,0.0018426742,0.015079801,0.43334162,0.5260761
19341,2.7691945e-06,5.732456e-06,0.98141,5.978348e-09,4.4737533e-08,9.034869e-05,0.03380399
19342,0.05990035,0.03740331,0.002307055,0.0024991944,0.23123765,0.14821765,0.42201826
19343,0.010572503,0.025869811,0.08109846,0.008176881,0.017082378,0.2901365,0.518416
19344,0.19256178,0.11395565,0.009520966,0.0016064141,0.02966817,0.36885428,0.37770066
19345,0.010205672,0.5338149,0.04590192,0.0006121741,0.009549319,0.134819,0.41138962
19346,0.019046409,0.051151242,0.04164012,0.011541698,0.015893647,0.30426696,0.49858126
19347,0.018963575,0.5108658,0.0027007856,1.703308e-05,0.003520667,0.24214226,0.18870081
19348,0.020019878,0.0027756894,0.005309724,0.0008836577,0.005909867,0.1708281,0.68399566
19349,0.030386116,0.0024395103,0.41033214,0.00661748,0.0119398665,0.09178899,0.37566033
19350,0.028575493,0.025892043,0.17939009,0.004823643,0.023350263,0.2546883,0.45416144
19351,0.0012845963,0.009377487,0.0005553825,0.00013476616,0.0031845202,0.63117486,0.4298175
19352,0.21384393,0.0007606166,0.0021857012,1.8063583e-05,0.0016892287,0.056587122,0.6180059
19353,0.011465699,0.043486044,0.023838973,0.0009015301,0.008424744,0.5408921,0.35235977
19354,0.044319328,0.014532717,0.021857837,0.003871796,0.027602779,0.5532348,0.37024507
19355,0.12773176,0.013405974,0.00076385844,0.0006490252,0.00826266,0.31048384,0.5262159
19356,2.3024313e-06,6.232509e-06,0.96698326,5.0697463e-07,1.4948423e-06,6.0717204e-05,0.06176071
19357,0.1822833,0.026397895,0.0008868377,0.00014911023,0.54691124,0.0861003,0.30921435
19358,0.013223438,0.029476175,0.5121478,0.008628452,0.009082496,0.08673727,0.3570106
19359,0.005261364,0.008789331,0.22800556,0.0023634825,0.0070973085,0.16458608,0.45076898
19360,0.009711306,0.002795158,0.00085905736,0.006453524,0.025989622,0.44346336,0.5874601
19361,0.13472258,0.0035895158,0.0011927516,0.0022340966,0.02529064,0.2630392,0.6406816
19362,0.007571997,0.00073371234,0.0007263511,0.4778721,0.0110976,0.039992005,0.41538292
19363,0.13998178,0.00044906922,9.741239e-05,4.741385e-05,0.0039106198,0.27507043,0.5723601
19364,0.0057073953,0.0027456277,7.7049495e-05,0.00013538258,0.0007795982,0.6278728,0.35976467
19365,0.025756354,0.0024168706,0.0023715363,0.00015379055,0.0020059901,0.101848684,0.83375686
19366,0.024411878,0.0047417805,0.01866446,0.035614736,0.08012682,0.24325828,0.4499651
19367,0.00075481593,2.4242568e-06,0.0022129843,0.79674065,0.00059291284,0.009067291,0.2163926
19368,0.14097159,0.00052065024,0.0014489512,0.00017647166,0.005137466,0.18773787,0.6158599
19369,0.15131623,0.00030495733,3.1196614e-05,3.235376e-05,0.0028314188,0.38140765,0.46988264
19370,0.12925504,0.00995645,0.016292218,0.0010804309,0.032996852,0.41678423,0.33055487
19371,0.0277416,0.0009015107,0.0025152746,0.00057922764,0.004636929,0.6777135,0.27639878
19372,1.6265742e-06,1.8943915e-06,0.9363189,4.491102e-06,2.316883e-06,0.0010299624,0.08387597
19373,0.0013205053,0.72602063,1.3481739e-05,3.6940608e-07,0.00015353897,0.030435316,0.24528106
19374,0.016259786,0.028487561,0.02544193,0.002198781,0.03160775,0.34094748,0.54884666
19375,0.16347404,0.0015344394,0.000468707,4.1323063e-05,0.0021805596,0.3140434,0.49010873
19376,0.03987222,0.009768975,0.057525028,0.29700696,0.08816798,0.15470919,0.36974895
19377,0.0018634364,0.2796857,8.9818066e-05,7.2017806e-06,0.0005550539,0.36855054,0.29335293
19378,0.042660598,0.0037420967,0.0057030376,0.001348366,0.01646284,0.34973407,0.5259076
19379,0.0072772764,0.6958631,1.5493578e-07,3.6448802e-07,0.002351619,0.040535424,0.28112674
19380,0.37684354,0.13349947,0.0016965371,0.00059675355,0.12337104,0.21092315,0.3247719
19381,7.170655e-07,6.499211e-07,0.98255897,1.5392116e-08,1.2335454e-07,3.8914037e-05,0.038971312
19382,0.005671489,0.00014127078,5.1689476e-06,1.7984772e-05,0.0003918152,0.781872,0.23032738
19383,0.15266603,0.00060843164,0.0002634849,0.00016727574,0.008152203,0.43964908,0.36959958
19384,0.15375842,0.009208605,0.0018977834,0.00091944984,0.010282909,0.35961184,0.48333234
19385,0.03640413,0.0047892956,0.017974447,0.4266322,0.020194946,0.14302242,0.3451706
19386,0.01332422,0.0033787456,0.0012437577,0.000179529,0.005104187,0.5217199,0.4160339
19387,0.0001648773,2.6006787e-06,0.9431253,2.4031462e-05,2.0970092e-05,8.291342e-05,0.088883586
19388,0.12827201,0.15999275,0.003961497,0.00025078212,0.017009394,0.2320852,0.41484174
19389,0.30464372,0.0034802824,0.0013553416,0.00013025619,0.028610446,0.2160539,0.41023573
19390,0.248585,0.0041278144,0.0008057051,0.0008452422,0.02880002,0.43490145,0.36163825
19391,0.023457402,0.021945797,0.016913263,0.001974477,0.020639654,0.27251184,0.57693
19392,0.06909554,0.05078583,0.020728178,0.002659401,0.056004748,0.2826143,0.4512109
19393,7.582612e-05,8.500472e-05,0.8627548,0.00021459228,0.00010934497,0.0014881656,0.13319805
19394,0.0018221672,0.031810686,0.0028898008,7.861648e-05,0.0036682594,0.17634642,0.6912067
19395,0.0007541897,0.79106075,1.8641472e-07,6.268778e-10,1.42198805e-05,0.020497486,0.20238279
19396,0.022187952,0.6403052,5.164188e-06,1.5060392e-06,0.0019279032,0.057756234,0.23042929
19397,0.05537351,0.013885334,0.017909376,0.016060404,0.16427764,0.25608706,0.46785086
19398,0.05145825,0.03682058,0.01866191,0.001099377,0.010977853,0.38436726,0.38257018
19399,0.06787388,0.0059095616,0.0043367557,0.0011254315,0.010997036,0.15856615,0.6999412
19400,0.0074974657,0.0010383866,0.00052868796,5.3637166e-05,0.0015778827,0.53366804,0.45160207
19401,0.007822181,0.0064603183,0.047471713,0.006805565,0.017210938,0.2825747,0.5516349
19402,0.001949174,0.025332766,9.270667e-05,0.0007238048,0.0040970603,0.49767932,0.42241612
19403,0.0030865988,0.004258613,0.0026291858,0.00013545038,0.0072662747,0.14999184,0.77728367
19404,0.10340719,0.010117538,0.10027041,0.032858565,0.17280653,0.189559,0.50601697
19405,0.04199854,0.0035082628,0.0016786059,0.011043366,0.014999544,0.57000643,0.3675165
19406,0.19634922,0.0564063,0.00035809507,0.00022095852,0.031071747,0.18434668,0.4912723
19407,0.18779038,0.0005456294,9.833955e-05,1.2221757e-05,0.0011787602,0.21204773,0.59225506
19408,1.6918091e-05,1.2706308e-05,0.95555466,7.0844516e-07,2.9483936e-06,0.0004048451,0.05777305
19409,0.058321066,0.004326113,0.0024746186,0.000914469,0.00972798,0.60167044,0.29998365
19410,0.0045177867,3.3383894e-05,0.000105508516,0.72577894,0.00013490449,0.0057397494,0.25219125
19411,0.013294439,0.56911635,0.0002892593,3.4838475e-05,0.0107825585,0.053897157,0.2620413
19412,0.00021127952,1.7327446e-05,0.9123729,7.860327e-06,8.567642e-05,0.002741398,0.08173453
19413,0.17627645,0.010677607,0.00079510576,0.0004176935,0.025380427,0.32621408,0.4582337
19414,8.3135106e-05,1.173024e-05,0.937077,2.2649076e-06,1.41867495e-05,0.00063133583,0.063046396
19415,0.022343352,0.0020083608,0.0042919395,0.00034574233,0.0041248477,0.6666448,0.26554123
19416,0.06402793,0.02419545,0.100531526,0.039643098,0.02741004,0.20704868,0.5625299
19417,0.0017502409,0.012344017,0.0002943029,5.210955e-05,0.002134437,0.42762437,0.6122718
19418,0.08993584,0.006391509,0.0034184125,0.0014451658,0.032093957,0.4371977,0.41670606
19419,0.0076554166,0.003731426,0.0028682153,0.36442193,0.02391971,0.14789292,0.36740452
19420,0.008768108,0.0074140592,0.08365094,0.0017156287,0.0063235955,0.28290373,0.51311255
19421,0.0044280333,0.0007982734,0.0020340155,0.48861843,0.010305207,0.059955467,0.35026664
19422,0.0040029995,0.015581489,0.23891416,0.004085599,0.009895914,0.16096656,0.47644657
19423,0.006898897,0.015564728,0.14349663,0.0058709574,0.03465923,0.29990888,0.5131454
19424,1.16752635e-05,0.00011303415,0.91086394,7.4864074e-05,2.4799412e-05,0.00045199774,0.12754482
19425,0.31047967,0.0009484085,4.108647e-05,1.4308943e-06,0.00077605376,0.20251408,0.42527497
19426,0.0022487373,0.004729523,0.09155128,0.003893624,0.0068707145,0.22366871,0.5277961
19427,0.00022266737,3.7247468e-05,0.90133834,0.00014726934,1.2620299e-05,0.00074483803,0.092881545
19428,0.0021794506,0.016273215,0.045088667,0.0007547846,0.005674163,0.22478771,0.6399186
19429,0.0035440067,0.01820206,0.46554703,0.0013994396,0.0012910493,0.060582817,0.4435823
19430,0.25668436,0.005513518,0.0019009265,0.00019878469,0.020840004,0.32240605,0.34678194
19431,0.005889578,0.015340243,0.008347454,0.0081672575,0.0066163456,0.2621862,0.60367507
19432,0.040957034,0.4523542,2.6680987e-06,8.732225e-07,0.0005877998,0.15755591,0.3026898
19433,0.07934559,0.00029334263,0.00049375225,0.00045078716,0.0048627034,0.6214537,0.32058394
19434,0.106229834,0.0016782769,0.0014067495,0.0018229488,0.019005008,0.13707627,0.6793094
19435,0.20555139,0.00055781414,0.00014443963,0.00018994168,0.011550553,0.26575947,0.5044252
19436,0.0002985633,4.2792253e-05,0.9043594,8.0290796e-05,0.00017878556,0.0016488667,0.104188375
19437,0.30689052,0.0072804634,0.0023698548,0.0002475473,0.10353263,0.1760931,0.31251636
19438,0.0015852209,0.017598452,0.0019126394,0.0002599556,0.00514054,0.4212205,0.53942907
19439,0.015446032,0.014284136,0.012190533,0.015692672,0.028581534,0.28148392,0.65078044
19440,0.23584254,0.022930456,0.01638259,0.0005857962,0.029130973,0.29694405,0.377721
19441,0.23083611,0.016107112,0.012588784,0.00329636,0.05733933,0.28208524,0.44152203
19442,0.008216797,0.02417446,0.0073819817,0.0010376321,0.015854875,0.31076482,0.61972475
19443,1.4021842e-06,9.040245e-06,0.9608428,2.3874586e-08,5.7050175e-07,0.0014385771,0.0846384
19444,0.012884703,0.0016520299,0.0019608345,0.0031398423,0.013711939,0.31460762,0.64161026
19445,0.011272067,0.33363238,7.572871e-05,1.2189072e-05,0.0038156663,0.15851606,0.41146776
19446,1.6489446e-05,2.2135343e-06,0.93130153,5.1274656e-06,1.3204187e-05,0.00053409155,0.058632493
19447,0.20179483,0.37083057,0.0011108742,0.0009882541,0.027967533,0.18047012,0.31019768
19448,0.12675211,0.0066022505,0.0038264152,0.0024951133,0.22952218,0.22374374,0.32774153
19449,0.0021078365,0.00023476753,1.709583e-05,7.232312e-06,0.00018575297,0.8113169,0.23554142
19450,0.010222477,0.66099685,9.287188e-06,5.0674007e-06,0.00064139254,0.055489983,0.3055981
19451,0.0022151605,0.03081384,0.018019466,0.0007929969,0.010181944,0.3466233,0.5703078
19452,0.0099443635,0.0010484068,0.00013218181,0.0003206157,0.0028406722,0.5075924,0.5187358
19453,0.07950663,0.003201774,0.001462637,0.0018636147,0.011618266,0.44576314,0.48958322
19454,0.02918603,0.120230414,0.20579901,0.0027065522,0.026297556,0.121240266,0.317884
19455,0.0011440237,0.0009130595,6.7988134e-05,1.4690372e-05,0.00028244173,0.7517157,0.2852239
19456,0.0026708115,0.0086567355,0.024187513,0.0021490105,0.006768273,0.27380016,0.6334386
19457,0.019165086,0.0035182573,0.00035922343,0.00030999692,0.003794897,0.5542176,0.42055118
19458,0.06877944,0.07386208,0.03966152,0.00318633,0.026695732,0.44316235,0.39183336
19459,0.055487245,0.13354036,0.15914488,0.01696028,0.048573095,0.174257,0.46146685
19460,0.008542655,0.6071048,1.9899644e-06,1.3849662e-08,0.00034056455,0.1896476,0.24952509
19461,0.00013625885,2.9355328e-07,0.9578894,1.8833794e-05,1.6944701e-05,4.1611896e-05,0.04283935
19462,0.0071919356,0.01846968,0.053440437,0.00993459,0.023332596,0.26789707,0.57208145
19463,1.7040602e-05,3.8530994e-05,0.93998116,4.3499217e-06,1.338318e-05,0.00025852575,0.08118031
19464,1.0181312e-06,2.3307774e-05,0.97338223,1.8079115e-08,7.87233e-06,0.00022303645,0.05681605
19465,0.030165987,0.00036567906,0.00017051,1.4961293e-05,0.0005765554,0.73446554,0.23528612
19466,0.21282521,0.00073898747,8.048973e-05,4.4023723e-06,0.002180325,0.15828797,0.64441866
19467,0.00011414633,2.737665e-05,0.9380324,2.6945622e-06,1.1821034e-05,0.0004623576,0.06780703
19468,0.0648968,0.013044976,0.0037998813,0.004247918,0.056933116,0.22117557,0.5747474
19469,0.025560925,0.005096154,0.0025304432,0.0011943784,0.009430511,0.41611615,0.5192394
19470,0.00094567984,8.5703556e-05,0.82475823,0.0005042903,0.00043921298,0.0019984038,0.11432078
19471,0.0047476753,0.020159543,0.004080577,0.002202192,0.0095808,0.4492909,0.46770087
19472,0.0022461412,0.0058493093,0.038441606,0.005072008,0.008768095,0.3258723,0.5168753
19473,0.006712384,0.017741408,0.27446082,0.0042178743,0.026925376,0.15721756,0.43206
19474,0.04250664,0.002020172,0.006698268,0.0021626656,0.008991838,0.5417046,0.35850218
19475,6.975952e-05,2.1303487e-05,0.9298509,6.919905e-06,1.9656762e-05,0.0007594509,0.08317791
19476,4.3818112e-05,3.5492116e-07,0.9515826,6.6830667e-06,3.878197e-06,0.00013941748,0.052118674
19477,0.40139085,0.0020484251,0.004296429,9.259738e-05,0.04931133,0.10671848,0.30644664
19478,0.115101315,0.08943697,0.0136472685,0.0014169309,0.038644157,0.3640387,0.387662
19479,0.008273769,0.5691065,1.373944e-06,3.4563703e-07,0.0004234496,0.09834657,0.25802052
19480,0.1467195,0.025410617,0.00022861804,5.0137463e-05,0.004486218,0.48606026,0.32224685
19481,0.001429226,0.002734123,0.012670831,7.5721495e-05,0.0014260903,0.05954742,0.83846045
19482,0.0019127077,0.06884761,0.3525316,0.001107511,0.0011700251,0.08757965,0.34016916
19483,0.078787684,0.45996657,0.000485929,2.7180353e-05,0.007345691,0.15463966,0.33085027
19484,4.92188e-05,1.4490704e-05,0.9037233,8.132725e-06,0.00012731153,0.003788413,0.09180861
19485,0.21602644,0.019618006,0.025306093,0.0048854337,0.06023962,0.3319409,0.39736736
19486,0.09852468,0.036565714,0.0027709063,0.0006631289,0.3496075,0.059288442,0.31630203
19487,0.0006613554,1.4049379e-05,3.8384137e-06,0.67357,0.0008916151,0.013021887,0.3150507
19488,0.35925812,0.0016790783,6.739414e-05,2.252354e-06,0.012606998,0.16422878,0.3029569
19489,8.288209e-06,7.477664e-07,0.9573525,2.3205625e-06,2.0455982e-06,0.00026748102,0.07096955
19490,0.0155858705,0.47699755,6.72851e-05,0.00011178732,0.0022467182,0.15171343,0.28419486
19491,7.5351722e-06,1.10775845e-05,0.9409568,4.836423e-06,5.8464548e-06,0.0005134345,0.079864584
19492,4.6257035e-05,4.240584e-05,0.90936625,2.334559e-05,2.6091546e-05,0.0009417811,0.08541423
19493,0.037333656,7.939012e-05,0.0001389323,0.0002112624,0.0019054245,0.6879936,0.3157217
19494,0.00094180804,0.0048608417,0.0013219883,0.00041638032,0.00449898,0.29434523,0.73228645
19495,0.005238767,0.0011554649,0.00070492574,0.00226973,0.0119280135,0.46282536,0.53138906
19496,0.00740817,0.028780714,0.0017985684,6.406471e-05,0.0020529386,0.5678174,0.3493084
19497,0.045649532,0.014813182,0.023700861,0.003483421,0.014320208,0.25571814,0.58547103
19498,0.037712567,0.41395026,0.00042998182,3.4543576e-05,0.0055567636,0.2510677,0.3677696
19499,0.09652372,0.0058984933,0.11126088,0.021730592,0.03178287,0.25194946,0.40112552
19500,0.37013486,0.0031638579,0.00096208975,0.000101510996,0.03104216,0.14731245,0.43871972
